,equations,Solution
20314,x=54*5/4,67.5
20315,x=1500*14/(1500+1500*(2/5)),10
20316,x=1-(1/7)-(4/7),((2)/(7))
20317,x=2800*(3/7)/(6/7),1400
20318,x=100/(((1)/(1+3))-(1/5)),2000
20319,x=5200/(52/55),5500
20320,x=200/5%+200,4200
20321,x=3.14*8,25.12
20322,x=300*3+50,950
20323,x=(1/5)/(1-(1/5)),((1)/(4))
20324,x=1.33+0.15-0.05,1.43
20325,x=(50+60)*4/80%,550
20326,x=200/((3/10)+(4/5)-1),2000
20327,x=650/5,130
20328,x=8/64,12.5%
20329,x=25-4.9-6.1,14
20330,x=1.44*(1.44/1.5),1.3824
20331,x=240+240*(1-10%),456
20332,x=(5/6)/(5/12)*(1/2),1
20333,x=38/1%,3800
20334,x=1280*(1+150%),3200
20335,x=(450+180)/450,140%
20336,x=(3/4)-(1/3)+(1/5),((37)/(60))
20337,x=45/(1-(1/3)),67.5
20338,x=11.25/2.5-11.25/3,0.75
20339,x=640/8/4,20
20340,x=10-3-3,4
20341,x=360/(1-25%),480
20342,x=15*(1/5)+(1/2),3((1)/(2))
20343,x=500*(1-10%),450
20344,x=35*25*4,3500
20345,x=(41-1)*15,600
20346,x=168/(24-4)-168/24,1.4
20347,x=1/5,((1)/(5))
20348,x=(400-80)/8,40
20349,x=2.5*(12*4),120
20350,x=280/(1+(1/6))+280,520
20351,x=275/((1/3)+40%),375
20352,x=(1300-780)/(780/6),4
20353,x=1800/30-1800/45,20
20354,x=[(2+4)*2+3]*2,30
20355,x=40/2+7,27
20356,x=102/0.85-102,18
20357,x=56/105,((8)/(15))
20358,x=5000+5000*2.25%*1*(1-5%),5106.875
20359,x=42/(((2)/(2+5))-(1/7)),294
20360,x=36-36/9,32
20361,x=20*9,180
20362,x=50/(1/3)/(5/8),240
20363,x=102/[(350+60/15)/59*17],1
20364,x=76-23-17,36
20365,x=124*4+124,620
20366,x=240/60,4
20367,x=150*(1-(1/30)),145
20368,x=1400/35+1575/25,103
20369,x=(1-(4/5))/(4/5),25%
20370,x=(2840-2000)*20%,168
20371,x=160/80%,200
20372,x=64*5/4-64,16
20373,x=(46-1)/((1/4)+(1/5)),100
20374,x=(5/6)+(8/9)+(3/4),((89)/(36))
20375,x=(275-125)/125,120%
20376,x=258*30,7740
20377,x=(125+175)*6+36,1836
20378,x=12*4/8,6
20379,x=80*8/5,128
20380,x=1200*(1-(5/6)),200
20381,x=735*(18-15),2205
20382,x=24/0.75,32
20383,x=20/((5/6)-(3/4)),240
20384,x=90*5/10,45
20385,x=713-524,189
20386,x=360/(1+20%)*20%,60
20387,x=6/(((2)/(2+3))-(2/15)*2),45
20388,x=(3-1/3)*(5/12),1((1)/(9))
20389,x=(2/3)-(1/5)-0.3,((1)/(6))
20390,x=(1.44*50)/(1.44-0.24),60
20391,x=3/(3/4),4
20392,x=5.1/0.34,15
20393,x=208*8,1664
20394,x=344+187+413,944
20395,x=(8-4.4/0.7)*44,75((3)/(7))
20396,x=280/(7/8),320
20397,x=(5/8)+(1/10)+(1/10),((33)/(40))
20398,x=65*(1/13),5
20399,x=24/30%-24,56
20400,x=2.3-0.7-0.3,1.3
20401,x=128*5+35*5,815
20402,x=(35*20+50*10)/(20+10),40
20403,x=(9.45-0.8*6)/5,0.93
20404,x=58-3,55
20405,x=60/(3/4)*(3/5),48
20406,x=75*0.8,60
20407,x=360/(1-25%-30%),800
20408,x=11/(1/10)+11,121
20409,x=200*(1+5),1200
20410,x=3/6/2,0.25
20411,x=100*60%+100,160
20412,x=(48-12)/4,9
20413,x=(4/25)*100,16
20414,x=25/(5/12)*(25/6),250
20415,x=6*6*6,216
20416,x=1.5*(4-2.4)/2.4,1
20417,x=136/(4/25)*18%,153
20418,x=112*(5/8)/((5)/(5+4))*((4)/(5+4)),56
20419,x=200*3+200,800
20420,x=(3/5)/3,((1)/(5))
20421,x=(420-20)/80%,500
20422,x=46/(1+15%),40
20423,x=240*(7/12),140
20424,x=(100/2.5)*5.6,224
20425,x=96/(38+26),1.5
20426,x=30/(1+10%-80%),100
20427,x=3*40%,1.2
20428,x=320/2*3,480
20429,x=38.4/8/3,1.6
20430,x=5000+5000*2.79%*1,5139.5
20431,x=(270+108)/(108/4),14
20432,x=(96-69)/(90-87),9
20433,x=100+1,101
20434,x=28/(1/2),56
20435,x=5-(1.6+0.5),2.9
20436,x=22+7,29
20437,x=3/(3/20),20
20438,x=(3/4)+(3/5)+(3/4)+(13/20),((11)/(4))
20439,x=50-21.5,28.5
20440,x=(1/2)+(2/3)+(5/6),2
20441,x=(18-60*20%)/5,1.2
20442,x=(3+4)/10,((7)/(10))
20443,x=64-6*8,16
20444,x=3.14*0.4*100*3,376.8
20445,x=76-(24/37.5%-24),36
20446,x=1800/80*(112-80),720
20447,x=180*(1-(5/6)),30
20448,x=(27-13)/(1-40%-40%),70
20449,x=(1/6)+(1/5),((11)/(30))
20450,x=(200-35)/11,15
20451,x=36/[(9*5+7.5*4+7*3)/(5+4+3)],4.5
20452,x=65*14+58*16,1838
20453,x=5*8+4,44
20454,x=35*200+25*200,12000
20455,x=6*(6-1),30
20456,x=15*30/18,25
20457,x=(16/3)/2,((8)/(3))
20458,x=1-(3/8),((5)/(8))
20459,x=960/8/6,20
20460,x=(188-68)/6,20
20461,x=(14800-400)/24,600
20462,x=(35-28)*6,42
20463,x=400*(1+20%-95%),100
20464,x=300*(2/5)/60%,200
20465,x=14/(2/5),35
20466,x=(1+1)/(1/20+1/30),24
20467,x=2000/(2/5)*(1/4),1250
20468,x=8/(((4)/(4+5))-(2/11)-(2/11)),99
20469,x=13.5*9.9+6.5*10.1,199.3
20470,x=(1/2)/(1/5),((5)/(2))
20471,x=1-(5/13)-(5/13),((3)/(13))
20472,x=((16/10)-(1/10))/(5/2),((3)/(5))
20473,x=1480/(56-48),185
20474,x=37-9,28
20475,x=1+(4/7),((11)/(7))
20476,x=(97-67)/(86.49-85.74),40
20477,x=81/37.5%,216
20478,x=135*1.2,162
20479,x=20*(3/8),7.5
20480,x=451-236-185,30
20481,x=960+420*16,7680
20482,x=400/[1-((1/5)+40%)],1000
20483,x=2400*(1-(1/5)),1920
20484,x=(20-1)*1.8,34.2
20485,x=6+18+1,25
20486,x=5500/(55/52),5200
20487,x=35*2,70
20488,x=10*(4/5)/4.5,1((7)/(9))
20489,x=100/(70%-(2/3)),3000
20490,x=(81-1)*9/(121-1),6
20491,x=80/(2/3),120
20492,x=10-1,9
20493,x=630/70,9
20494,x=96/8,12
20495,x=4*3+5,17
20496,x=300/(1-(3/5)),750
20497,x=0.24/0.3,0.8
20498,x=62.8/4,15.7
20499,x=768/(768/8+32),6
20500,x=(24.2-0.2)/80%,30
20501,x=3.14*2^2*5,62.8
20502,x=(580-30)/11,50
20503,x=20000*(60%+60%-1),4000
20504,x=24/(1-25%-25%),48
20505,x=200*[(300-10)/(50+50)],580
20506,x=90*(1-(5/6)),15
20507,x=90/(20/10*3),15
20508,x=4*4,16
20509,x=(1/5)+(1/6),((11)/(30))
20510,x=(156-8)/2,74
20511,x=6*15+45,135
20512,x=16/(1-40%),26((2)/(3))
20513,x=(2300-60*5)/80,25
20514,x=35/(5/7),49
20515,x=18*11,198
20516,x=2004.05*1997.05-2001.05*1999.05,1989.05
20517,x=240/4/6,10
20518,x=45/15,3
20519,x=72/24*50,150
20520,x=160*(1-0.9),16
20521,x=50200+2500+50200,102900
20522,x=1200*(1-40%-(1/3)),320
20523,x=450/0.9,500
20524,x=(5+10-1)*12,168
20525,x=20/[(1/2)-(1-(3/5))],200
20526,x=408*2+408,1224
20527,x=50*80,4000
20528,x=2/6,((1)/(3))
20529,x=0.24*4*400,384
20530,x=18000/30/100*30,180
20531,x=372*6+150,2382
20532,x=50*90%,45
20533,x=240/(82-67),16
20534,x=110*(1-(1/10)),99
20535,x=3.14*0.15*2,0.942
20536,x=60*20%,12
20537,x=(24+15)-32,7
20538,x=(1/7)+(5/7)*(7/8)+(3/8)-(1/3)+(4/9)-(1/4),1((1)/(252))
20539,x=5*48,240
20540,x=61-35+28,54
20541,x=20*20*2,800
20542,x=75.6/9,8.4
20543,x=14.29+7.31,21.6
20544,x=(510+186*5)/(3+5),180
20545,x=300*(1+25%),375
20546,x=560/(34-12),((280)/(11))
20547,x=16/(5-1)*5,20
20548,x=(3/10)+(6/10),((9)/(10))
20549,x=85*60%,51
20550,x=(3000-2000)*20%,200
20551,x=1000/(1-(3/8)),1600
20552,x=4000/(400/8),80
20553,x=4/(25%-(1/8))*(1+(1/8)),36
20554,x=720/20,36
20555,x=5000*0.4%*400,8000
20556,x=34*3/2,51
20557,x=720/9-330/6,25
20558,x=(16*35)/(16*(7/8)),40
20559,x=3-((6/7)+(3/4)),1((11)/(28))
20560,x=(7.2-0.75*4)/0.6,7
20561,x=45*4+55*3,345
20562,x=1029-(145+2.5),881.5
20563,x=24.8*9.6/0.32,744
20564,x=480*(1-40%)-480*40%,96
20565,x=600/(2/3),900
20566,x=72/9,8
20567,x=240*(1/3)*(7/8),70
20568,x=40/20%*50%,100
20569,x=60*6/4,90
20570,x=420*(2/7),120
20571,x=26*(98-33),1690
20572,x=120*9/90,12
20573,x=(128-32)/128,((3)/(4))
20574,x=120/4/2,15
20575,x=20*(1+(1/10)),22
20576,x=175/(20%+30%),350
20577,x=4*(3/11)/(3/5),((20)/(11))
20578,x=12/(1-60%),30
20579,x=18/((2/3)-((5)/(5+4)))*((4)/(5+4)),72
20580,x=150-9.8*12.5,27.5
20581,x=1/3,((1)/(3))
20582,x=100/10+1,11
20583,x=4*70-28,252
20584,x=600/3/4,50
20585,x=(360*18)/(360+72),15
20586,x=10.8/24,0.45
20587,x=(1+(3/4))/(1+(3/4)+1),((7)/(11))
20588,x=12/(1-(2/5)),20
20589,x=12*(5/6)/(5/11),22
20590,x=6*6,36
20591,x=225/(1+(7/8)),120
20592,x=1500/25+1,61
20593,x=5/(2-1)*(4-1),15
20594,x=(5.82+2.93)/(8-3),1.75
20595,x=50-(40*4-30*4),10
20596,x=7-1,6
20597,x=120*(1+(1/4)),150
20598,x=104*8,832
20599,x=84*(6/7),72
20600,x=1800*(1+(1/9)),2000
20601,x=42+39,81
20602,x=155*(1-(1/5)),124
20603,x=64*(1/4)*(1/2),8
20604,x=45-(45-27)/(3/7),3
20605,x=(1/3)/(1/18),6
20606,x=32*9+240,528
20607,x=900*((8)/(7+8)),480
20608,x=50*((3/5)/10%)/(5/8),480
20609,x=72/(1-(2/5)-(3/10)),240
20610,x=6000*1.4/(1.4-0.2),7000
20611,x=0.2/(1/3),0.6
20612,x=7920/(1+10%),7200
20613,x=5*5*5,125
20614,x=78*(1/13)*(2/3),4
20615,x=700*23+300,16400
20616,x=918/54,17
20617,x=30*13+25*15,765
20618,x=28/(1/4),112
20619,x=103-15-15*2.4,52
20620,x=(2/7)*3,((6)/(7))
20621,x=(300+150+300)*2,1500
20622,x=48*15+12,732
20623,x=56/4*7-10+8,96
20624,x=((3/4)-(1/3))+(5/6),((5)/(4))
20625,x=25/(1-(2/3)),75
20626,x=50/(1/4),200
20627,x=(101-1)*5,500
20628,x=10/(1-(2/3)),30
20629,x=40/(((3)/(3+2))-(1/5)),100
20630,x=145*4-(139+143+144),154
20631,x=80/20,4
20632,x=8*(1-(1/4)),6
20633,x=3.5*4+5.7,19.7
20634,x=1000*(3.2/0.8),4000
20635,x=(1284-15*28)/27,32
20636,x=25*90*4,9000
20637,x=(404-3*80)/4,41
20638,x=1250/5-100,150
20639,x=136*45+880,7000
20640,x=52/(4/7),91
20641,x=(80+58)*75,10350
20642,x=140*(1-(5/7)),40
20643,x=72*(3/4)/12,4.5
20644,x=(10+8.7)/(4.5-1.1),5.5
20645,x=(5/6)+(7/12)+(5/6),((9)/(4))
20646,x=6*(1-40%),3.6
20647,x=2/(1/11)-2,20
20648,x=660*(2/3)*(3/10),132
20649,x=128*(5/8)*(2/5),32
20650,x=12.80/(4/7)/2,11.2
20651,x=15/0.7*(1-0.7),6((3)/(7))
20652,x=800*15%,120
20653,x=1-(5/8)-(1/8),((1)/(4))
20654,x=54*(2/3)/(3/4),48
20655,x=87.2-256*0.34,0.16
20656,x=(10-1)*5,45
20657,x=(18/24),((3)/(4))
20658,x=990-880,110
20659,x=116/(116+3+1),((29)/(30))
20660,x=50-12.36-(12.36+4.25),21.03
20661,x=1.64-0.15+0.29,1.78
20662,x=144/24+1,7
20663,x=(360+360*(1/4))/18,25
20664,x=42*(1/3)*(8/7),16
20665,x=2000+2000*5.22%*3*(1-5%),2297.54
20666,x=41.7*4.3+43*0.71+512*0.43,430
20667,x=1/((3/5)/15),25
20668,x=(150-84)/150,44%
20669,x=4*4.5,18
20670,x=384/3/32,4
20671,x=72/0.8,90
20672,x=6*25+6*20,270
20673,x=60*5/(60/4),20
20674,x=7/(147-7),5%
20675,x=45*3+(45-18),162
20676,x=124.8/(9.36/4.5),60
20677,x=3*4/2,6
20678,x=0.33*5,1.65
20679,x=2300/(1-75%),9200
20680,x=(5/2)*(3/2)/5,((3)/(4))
20681,x=(29+6)/7,5
20682,x=(250-170)/250,32%
20683,x=10/(4/(1/3)),((5)/(6))
20684,x=(4*4)*250/(5*5),160
20685,x=4.5*28/(4.5-0.3),30
20686,x=360*(10/9)*(4/5),320
20687,x=48+(48+50)*5,538
20688,x=855*24,20520
20689,x=23.5-14/4,20
20690,x=80/(4/5)*75%,75
20691,x=20-4.5*3,6.5
20692,x=154-(200-154),108
20693,x=(91-1)/((1/4)+20%),200
20694,x=28.3+37.7,66
20695,x=140/(1-(7/9)),630
20696,x=85*31,2635
20697,x=15/(1-(4/5)),75
20698,x=1000*3.24%*3*(1-20%),77.76
20699,x=60*4*9,2160
20700,x=150*(1-28%),108
20701,x=327+185,512
20702,x=150/1.2,125
20703,x=8400/12/10,70
20704,x=5*(4/5)/(2/3),6
20705,x=192*((1/8)+(5/48)),44
20706,x=(1-40%)*(3/5),36%
20707,x=30/((2/5)-(1/3)),450
20708,x=50*(1-40%)-50*40%,10
20709,x=200/(1-20%),250
20710,x=(2100-1600)*5%,25
20711,x=1200/(2/5),3000
20712,x=30/(1-0.8),150
20713,x=(10-1)*6,54
20714,x=18/(5-3)*(5+3),72
20715,x=24/(1+(1/5)),20
20716,x=(2000+500)/(50*50),1
20717,x=(230-1.5*85)/0.5,205
20718,x=(21-15)/15,40%
20719,x=95*12-78*12,204
20720,x=2*24,48
20721,x=(540-120)/7,60
20722,x=(720-600)/600,20%
20723,x=12.8-4.6+25.18,33.38
20724,x=48*(1-75%),12
20725,x=10*(1+90%)/9.5%,200
20726,x=0.5*5-0.5,2
20727,x=2400*25%,600
20728,x=400*(1-20%)*(1-(1/10)),288
20729,x=162/(54/3),9
20730,x=270*5+28,1378
20731,x=25-(25*4-60)/(4+1),17
20732,x=123+456+877+544,2000
20733,x=208+(208*3-16),816
20734,x=420*(1/5),84
20735,x=3600*(4/9),1600
20736,x=(1/3)/(1+(1/3)),((1)/(4))
20737,x=500*(3/5)/(5/6),360
20738,x=105*3+105,420
20739,x=(145+155)*12,3600
20740,x=3.4-0.6+3.4,6.2
20741,x=30/(3/5),50
20742,x=200-200*(1/4)-45,105
20743,x=110*3+100*3,630
20744,x=30*(5/6)/(5/7),35
20745,x=120*6,720
20746,x=11-8,3
20747,x=2400*(2/5)+2400*50%,2160
20748,x=200/(200/25+2),20
20749,x=152+174,326
20750,x=224/14,16
20751,x=(3800-210*12)/160,8
20752,x=65.8*(2.8+4.6),486.92
20753,x=(420-80*4)/(80+20),1
20754,x=45*28+420,1680
20755,x=(1/(3/5)+1/(1/2))/(1/(1/4)),((11)/(12))
20756,x=65*(1+20%),78
20757,x=21.6/0.36,60
20758,x=81*3,243
20759,x=400*12/(400+200)+12,20
20760,x=(455-65)/(65/5),30
20761,x=15*3+16*4,109
20762,x=950-276,674
20763,x=24*(1+(3/4)),42
20764,x=630*(1-20%)/(1-30%)-630,90
20765,x=8.3-2.5,5.8
20766,x=440-(600-440)/(5-3)*3,200
20767,x=4/80,((1)/(20))
20768,x=48/3-1,15
20769,x=30/(1-(2/3)),90
20770,x=40*10/50/10,80%
20771,x=25.5/3-4.5,4
20772,x=2000*(1-15%-(2/5)),900
20773,x=1-(2/7)-(1/2),((3)/(14))
20774,x=128/4*5,160
20775,x=458+69,527
20776,x=652-183+204,673
20777,x=80*4+480,800
20778,x=6*19+16,130
20779,x=(38+125)*15,2445
20780,x=11*(1+10%),12.1
20781,x=35/(7/15),75
20782,x=1860*(1-(1/3)-25%),775
20783,x=45*(4/9)*3-45,15
20784,x=716-531+135,320
20785,x=1200/6*(6+3),1800
20786,x=400/(300-250),8
20787,x=36/80%,45
20788,x=108*12,1296
20789,x=5*[1-20%-(1-20%)*(3/4)],1
20790,x=48/4,12
20791,x=45/0.9,50
20792,x=(407-16)/(1+1-(1/9)),207
20793,x=24/2*(1+25%),15
20794,x=70.2/5.4,13
20795,x=309/(41.2*(3/4)),10
20796,x=3.6+4.5,8.1
20797,x=300*(1-(2/15)),260
20798,x=(40+18)/(2/3),87
20799,x=6*(9/8),((27)/(4))
20800,x=35+(20-5),50
20801,x=50*(1-(6/25)),38
20802,x=1375*(1-(3/5))/110,5
20803,x=432*8.6,3715.2
20804,x=17*3.14,53.38
20805,x=11+9-(8+10),2
20806,x=24*(1/4)+(1/2),6((1)/(2))
20807,x=32*18/50%,1152
20808,x=1/((2/5)/3),7.5
20809,x=1-(3/7),((4)/(7))
20810,x=(1-(3/8))/((3/8)/3),5
20811,x=144/(2.7+4.5)+8.3,28.3
20812,x=(3*14+30)/(3+3),12
20813,x=(158+33)*4,764
20814,x=3*1+3*1,6
20815,x=125*3+18*3,429
20816,x=5.82+(5.82+0.42),12.06
20817,x=400/(6000+400),6.25%
20818,x=(54.6-25.8)/1.8,16
20819,x=(240-90)/50,3
20820,x=8*2+4,20
20821,x=10*(1/5),2
20822,x=(60*8)/(1-(1/3)),720
20823,x=(625-500)/500,25%
20824,x=360*(1-40%-25%),126
20825,x=54/9,6
20826,x=1.25*3.9*2.1/(3.5*2.5*0.39),3
20827,x=10920/(15000*0.1%),728
20828,x=11*6+8,74
20829,x=(1500+900)/(1-(2/5)),4000
20830,x=13.2+16.8,30
20831,x=1566/(28+30),27
20832,x=(57.5+80.5)/(5+7),11.5
20833,x=(50-10)/50,80%
20834,x=1164/(45+52),12
20835,x=25+1+10,36
20836,x=(3.6*800)/(3.6-0.4)-800,100
20837,x=(250-200)/250,20%
20838,x=(5700-900)/800,6
20839,x=8.53*3-32.5*0.2,19.09
20840,x=105*6+70,700
20841,x=(38+7)/5-3,6
20842,x=(3/8)*16,6
20843,x=25*4*16,1600
20844,x=960/(1+20%),800
20845,x=108*4*25,10800
20846,x=10*(4/5)-(2/3),7((1)/(3))
20847,x=(5-4)/4,25%
20848,x=2400/(1+20%),2000
20849,x=50*(1+80%),90
20850,x=15*4/2,30
20851,x=90*6/60,9
20852,x=2.2+48-4.8,45.4
20853,x=96/0.8,120
20854,x=3.14*(6^2-4^2),62.8
20855,x=200*0.8/(1+60%),100
20856,x=640/(8*80),1
20857,x=520-185+520,855
20858,x=960/4/8,30
20859,x=2-(1/2),1((1)/(2))
20860,x=(6.7-0.9)/4,1.45
20861,x=40/4*(3+4+5),120
20862,x=735/100,7.35
20863,x=6/(5-3)*3,9
20864,x=45/60%-45,30
20865,x=2300*(1-(1/5)),1840
20866,x=50.4/8/5,1.26
20867,x=4500/0.45%,1000000
20868,x=101*7+4,711
20869,x=45*2.5+139,251.5
20870,x=19.8*(1-15%),16.83
20871,x=70*3+60*2,330
20872,x=610-(22+18)*13,90
20873,x=1000*98%-(1000-40),20
20874,x=16/[(2.08-0.48)*5],2
20875,x=24/(26+24),((12)/(25))
20876,x=(738-168)/15,38
20877,x=6/4/2,0.75
20878,x=2*6*54,648
20879,x=(1+1)/(1/20+1/30),24
20880,x=(30+50)*(2/5),32
20881,x=(50/2+1)*2,52
20882,x=0.82*1000/100,8.2
20883,x=2/((1/2)-(1/3)),12
20884,x=300*(1-40%)-300*40%,60
20885,x=1729-739,990
20886,x=386/(2/15),2895
20887,x=4*5,20
20888,x=200-80+50,170
20889,x=4500/(4500/36+25),30
20890,x=315*4-315,945
20891,x=5*40%,2
20892,x=2.2*600/(2.2-0.2),660
20893,x=50*30%,15
20894,x=5*52,260
20895,x=1348-234-76+2234-48-24,3200
20896,x=4*4,16
20897,x=(18+32)*120,6000
20898,x=1/4,((1)/(4))
20899,x=(104-17)/3,29
20900,x=45*5/3,75
20901,x=(3/2)*((1/6)+(4/9)),((11)/(12))
20902,x=8000/(1+(9/11)),4400
20903,x=10*(1-(4/5)),2
20904,x=50*25+10*(45-25),1450
20905,x=(3/4)*(1/3),((1)/(4))
20906,x=18+25,43
20907,x=480/5*18,1728
20908,x=180+120,300
20909,x=(180-30)/((1/3)-(1/4)),1800
20910,x=(140-20)/3,40
20911,x=105/10.5+1,11
20912,x=6/6,1
20913,x=33*41+2,1355
20914,x=(200-88)/28,4
20915,x=(30+36)*5,330
20916,x=1-(5/6),((1)/(6))
20917,x=6.5/(1-(1/6)-(2/5)),15
20918,x=45*20/50,18
20919,x=60*(4/5),48
20920,x=16/((2/5)-(1/3)),240
20921,x=6*24*2.5,360
20922,x=8*(1-(5/6)),((4)/(3))
20923,x=232/(232+348),40%
20924,x=(480-60*5)/4,45
20925,x=15*10+8,158
20926,x=45*3+8,143
20927,x=(4-(3/4))/2,((13)/(8))
20928,x=4/(2/3),6
20929,x=180*(1+(1/6))/(1-(1/4)),280
20930,x=6/2*12,36
20931,x=15*6+8,98
20932,x=1+(1/4),1((1)/(4))
20933,x=420/(1-20%)+420,945
20934,x=(256+196)/4,113
20935,x=450/((3/5)+(5/8)-1),2000
20936,x=328/(12-8),82
20937,x=(5312-456)/8,607
20938,x=(49+51)*6,600
20939,x=39*(1/13)*(2/3),2
20940,x=85*12+36,1056
20941,x=3/(3+1),75%
20942,x=65*9,585
20943,x=48/0.8,60
20944,x=40/(5/8),64
20945,x=120-120*0.6,48
20946,x=(64+76)*4,560
20947,x=(100+65)*2*2,660
20948,x=3.14*1*5*1.5,23.55
20949,x=80*4/(1/5),1600
20950,x=7.2*4/3.6,8
20951,x=200-200*40%-50,70
20952,x=34.16+47.82+53.84+64.18,200
20953,x=0.5/[(1-(2/3))*(1-(7/10))]-0.5,4.5
20954,x=(5*1.2+3.9)/3,3.3
20955,x=120*2+45+120,405
20956,x=(4200-100)*70%,2870
20957,x=(550+50)/5,120
20958,x=4000*(1+(1/8)),4500
20959,x=6+3*4,18
20960,x=(25-1)*[(3-1)/(5-1)]+1,13
20961,x=1-45%,55%
20962,x=3*2*(1.8/2),5.4
20963,x=60/(240+60),20%
20964,x=0.6*25,15
20965,x=(160-131.2)/160,18%
20966,x=16.5*8.4/0.12,1155
20967,x=1200/(1+(1/7)),1050
20968,x=81/(3/8),216
20969,x=82*3+20+82,348
20970,x=36/(6/7),42
20971,x=60/(3/5)/(5/6),120
20972,x=10*(1/6)/(1/5),((25)/(3))
20973,x=32/5,6.4
20974,x=240/(1-(1/4)),320
20975,x=1/[(2/5)/4-(1-(11/30)-(2/5))/7],15
20976,x=(1032-60*10)/6,72
20977,x=1/((1/4)/2),8
20978,x=2012*0.318+201.2*8.49-20.12*6.7,2213.2
20979,x=(4/5)+(3/20),((19)/(20))
20980,x=(30-1.2)/4,7.2
20981,x=812*15,12180
20982,x=360/[(540-360)/1.5],3
20983,x=35/(1+(2/5)),25
20984,x=4/(3+4),((4)/(7))
20985,x=84/0.3,280
20986,x=26+30-11+3,48
20987,x=(115-72)*5,215
20988,x=7.05*20.8,146.64
20989,x=125.6/500/3.14,0.08
20990,x=36-36/4,27
20991,x=2.25*30+2.37*25,126.75
20992,x=(168/240)*(570-240),231
20993,x=50*115-50*98,850
20994,x=960/3,320
20995,x=3/(1-(3/10)-(3/10)-20%),15
20996,x=1/((1/3)/3),9
20997,x=(18-6)*5,60
20998,x=24*6*8,1152
20999,x=600*(1-(3/4)),150
21000,x=72*(5/9)*(3/10),12
21001,x=180/4,45
21002,x=40*[62.5%-(1-62.5%)],10
21003,x=90*(1-(2/5))-(4/5),53.2
21004,x=(55+65)*3+15,375
21005,x=48/(4/3)/(4/5),45
21006,x=15*8+15*(1/5)*5,135
21007,x=50*98%,49
21008,x=3*2,6
21009,x=18*6+3,111
21010,x=5.5*1.4,7.7
21011,x=9*9*9,729
21012,x=350*(1+20%),420
21013,x=84/(1-(1/4)),112
21014,x=72/0.9,80
21015,x=1/10,((1)/(10))
21016,x=26%,26%
21017,x=6000*(1+(1/20)),6300
21018,x=220-130/3,176((2)/(3))
21019,x=78+135,213
21020,x=22500/(15000*0.1%),1500
21021,x=30/20%-30,120
21022,x=16/(48-16),50%
21023,x=400-498*0.8,1.6
21024,x=522/29,18
21025,x=8000+8000*3.69%*3,8885.6
21026,x=24*5*2,240
21027,x=(4.8*12+1.6)/8,7.4
21028,x=170-35.20-11.30,123.5
21029,x=20/4%-20,480
21030,x=45/(1-0.85),300
21031,x=100*(1-90%)/(1-80%),50
21032,x=(1+1)/(1/8+1/12),((48)/(5))
21033,x=7-1,6
21034,x=(2/5)/8,((1)/(20))
21035,x=60/3-1,19
21036,x=1/5,((1)/(5))
21037,x=720/(480/8),12
21038,x=(95-79)/(89-87),8
21039,x=2*(45-1),88
21040,x=2488/4+307,929
21041,x=(18*(5/6))/((1/4)*12),5
21042,x=5000+5000*2.25%*1*(1-20%),5090
21043,x=(120-32*(5/3))/(5/3),40
21044,x=280*135/4.5,8400
21045,x=420.5-294/2.8*2.1,200
21046,x=72/8*(8+10),162
21047,x=125*3+160*4,1015
21048,x=(62+70)*(2/3),88
21049,x=10-1,9
21050,x=260/(13/20),400
21051,x=(100-13)/3,29
21052,x=(1-(2/5))/((2/5)/8),12
21053,x=88*(1+15%),101.2
21054,x=(210*(3/7))/(3/35),1050
21055,x=129*3-129,258
21056,x=12/(1-(3/5)),30
21057,x=15/(1/5),75
21058,x=125/(5/7)-125,50
21059,x=236*5,1180
21060,x=4*4/2,8
21061,x=8640/43.2,200
21062,x=4.71/10/3.14,0.15
21063,x=(2500-2000)/2500,20%
21064,x=30/(5-3)*3,45
21065,x=819/26/18,1.75
21066,x=240*(1-(2/5)-(1/4)),84
21067,x=24/(1+(1/3)),18
21068,x=26/[(1/3)+(1-(1/3))*(4/5)],30
21069,x=20*1.5/4,7.5
21070,x=12/(4-1)*(10-1),36
21071,x=1104/(1+15%),960
21072,x=(297-81)/(81/1.5),4
21073,x=280/(1+(1/4)),224
21074,x=(25+30)*308,16940
21075,x=6-(10-6),2
21076,x=5.6-1.2,4.4
21077,x=(1200/30)*5/4,50
21078,x=(80+60)*3.5,490
21079,x=(3/5)+(1/4)+(3/5),((29)/(20))
21080,x=896-157+204,943
21081,x=200/2.5-(200-40)/32,75
21082,x=10+3+12,25
21083,x=7800*3-1800,21600
21084,x=(50+60)*4/80%,550
21085,x=1/(1/3/8*6),4
21086,x=(4/5)/6,((2)/(15))
21087,x=1600/(1-20%),2000
21088,x=140*(1-(3/7))/(1-37.5%)-140*(1-(3/7)),48
21089,x=32*(1/8)/(1/5),20
21090,x=225*(3/5)+1,136
21091,x=(15/16)*(4/5),((3)/(4))
21092,x=21*7,147
21093,x=108/12+3*(108/12),36
21094,x=30/(1/2)*(4/5),48
21095,x=8400*(1-0.1%)/4,2097.9
21096,x=410-(152+174),84
21097,x=515/5,103
21098,x=0.9*3*5,13.5
21099,x=(210-50)*((1)/(1+3))+50,90
21100,x=1980/(1-20%),2475
21101,x=800-190*3,230
21102,x=216*(1/6)+1,37
21103,x=189/27-3,4
21104,x=7200/(30*12),20
21105,x=600*(4/5)/4-50,70
21106,x=68*(3/4),51
